cluster,ticker_1,ticker_2,pvalue,coint_stat,n_obs,half_life,spread_std,score
0,ADI US Equity,KLAC US Equity,0.0001329624224766854,-5.050229288896966,2556,33.367357187269874,0.23203298046540843,8.823803416025827
0,NXPI US Equity,AMAT US Equity,0.0016749128253405684,-4.416376261380256,2556,39.55462347245911,0.24518890818447855,6.241636833092155
0,TXN US Equity,HUBS US Equity,0.003858015376576385,-4.1839073411102055,2556,44.60461487183462,0.45051977704050156,5.56207600719459
