cluster,ticker_1,ticker_2,pvalue,coint_stat,n_obs,half_life,spread_std,score
0,GFRN10 Index,GFRN30 Index,3.214383528969216e-07,-6.319833866374022,1232,18.13054414339403,0.023477319030461834,14.792631937627934
2,GDBR1 Index,GFRN1 Index,1.7026792981405493e-06,-5.9904077908013,1232,6.908981441027692,0.053050989187671975,13.267268664625334
1,RX1 Comdty,IK1 Comdty,0.0005036737727202982,-4.728348568427529,1232,33.473672714373635,0.2238966260559523,7.482741674727512
